road	R180
km	1.445
type	Slab Culvert
lrpName	LRP001d
name	JILONGIA CULVERT
length	1.5
condition	A
structureNr	114311
est cost	0
roadName	Laharpur-Jhinukmarket-Laboni More Road
chainage	1.445
width	8.5
constructionYear	1968
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.43625
lon	91.99697222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114311&vRoadID=89&vSurveyYear=2004&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114311&vRoadID=89&vSurveyYear=2004&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114311&vRoadID=89&vSurveyYear=2004&vSubdivID=282
