road	R180
km	3.531
type	Slab Culvert
lrpName	LRP003c
name	Barmiss Market
length	4.7
condition	A
structureNr	114351
est cost	0
roadName	Laharpur-Jhinukmarket-Laboni More Road
chainage	3.531
width	13.9
constructionYear	1978
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.44286111111111
lon	91.9786388888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114351&vRoadID=89&vSurveyYear=2004&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114351&vRoadID=89&vSurveyYear=2004&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114351&vRoadID=89&vSurveyYear=2004&vSubdivID=282
