road	N7
km	243.653
type	RCC Girder Bridge
lrpName	LRP243a
name	Bogra Bridge
length	52.82
condition	C
structureNr	118919
est cost	0.137
roadName	Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
chainage	243.653
width	
constructionYear	
spans	
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.573765212987013
lon	89.61489537272728
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118919&vRoadID=50&vSurveyYear=2013&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118919&vRoadID=50&vSurveyYear=2013&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118919&vRoadID=50&vSurveyYear=2013&vSubdivID=320
