road	N7
km	87.455
type	Box Culvert
lrpName	LRP086b
name	.
length	2.95
condition	A
structureNr	109453
est cost	0
roadName	Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
chainage	87.455
width	12.2
constructionYear	1993
spans	1
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.509444444444444
lon	89.33722222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109453&vRoadID=50&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109453&vRoadID=50&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109453&vRoadID=50&vSurveyYear=2004&vSubdivID=330
