road	N7
km	90.177
type	Box Culvert
lrpName	LRP089b
name	.
length	5.68
condition	A
structureNr	109465
est cost	0
roadName	Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
chainage	90.177
width	12.24
constructionYear	1991
spans	2
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.51972222222222
lon	89.31305555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109465&vRoadID=50&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109465&vRoadID=50&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109465&vRoadID=50&vSurveyYear=2004&vSubdivID=330
