road	Z5613
km	0.899
type	RCC Girder Bridge
lrpName	LRPSc
name	.
length	70.2
condition	A
structureNr	113632
est cost	0
roadName	Gaibandah-Sunderganj-Pirgachha (Kadamtali) Road
chainage	0.899
width	9
constructionYear	1999
spans	5
zone	Rangpur
circle	Bogra
division	Gaibanda
sub-division	Gaibanda
lat	25.33872222222222
lon	89.5508611111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113632&vRoadID=611&vSurveyYear=2004&vSubdivID=294
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113632&vRoadID=611&vSurveyYear=2004&vSubdivID=294
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113632&vRoadID=611&vSurveyYear=2004&vSubdivID=294
