road	N3
km	34.397
type	Box Culvert
lrpName	LRP034b
name	BAZANDERPUR FROM
length	3
condition	B
structureNr	101502
est cost	0.55
roadName	Dhaka (Banani)-Joydebpur-Mymensingh Road
chainage	34.397
width	7.8
constructionYear	1967
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.085527777777777
lon	90.40219444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101502&vRoadID=19&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101502&vRoadID=19&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101502&vRoadID=19&vSurveyYear=2004&vSubdivID=513
