road	N3
km	39.986
type	Box Culvert
lrpName	LRP040a
name	KOSAI BARI BOX CULVERT
length	6
condition	B
structureNr	101519
est cost	0.8
roadName	Dhaka (Banani)-Joydebpur-Mymensingh Road
chainage	39.986
width	11.5
constructionYear	1967
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.146
lon	90.42333333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101519&vRoadID=19&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101519&vRoadID=19&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101519&vRoadID=19&vSurveyYear=2004&vSubdivID=513
