road	N3
km	50.408
type	Box Culvert
lrpName	LRP050d
name	MOLAYID BOX CULVERT
length	1.5
condition	B
structureNr	101468
est cost	1
roadName	Dhaka (Banani)-Joydebpur-Mymensingh Road
chainage	50.408
width	12.15
constructionYear	1973
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.23338888888889
lon	90.40619444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101468&vRoadID=19&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101468&vRoadID=19&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101468&vRoadID=19&vSurveyYear=2004&vSubdivID=513
