road	N3
km	90.733
type	Slab Culvert
lrpName	LRP092c
name	TRISAL BAZAR SUB MARCGH
length	1
condition	A
structureNr	105257
est cost	0
roadName	Dhaka (Banani)-Joydebpur-Mymensingh Road
chainage	90.733
width	9.66
constructionYear	1964
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.581916666666668
lon	90.39469444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105257&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105257&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105257&vRoadID=19&vSurveyYear=2004&vSubdivID=529
