road	N3
km	81.52
type	Box Culvert
lrpName	LRP083c
name	RAIMONY BOX CULVERT
length	3
condition	B
structureNr	101461
est cost	2.5
roadName	Dhaka (Banani)-Joydebpur-Mymensingh Road
chainage	81.52
width	12.2
constructionYear	1980
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.50275
lon	90.39475
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101461&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101461&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101461&vRoadID=19&vSurveyYear=2004&vSubdivID=529
