road	N3
km	78.484
type	Box Culvert
lrpName	LRP080c
name	BAGHARPARA CULVERT
length	3.15
condition	C
structureNr	101484
est cost	10
roadName	Dhaka (Banani)-Joydebpur-Mymensingh Road
chainage	78.484
width	12.15
constructionYear	1980
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.47711111111111
lon	90.38733333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101484&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101484&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101484&vRoadID=19&vSurveyYear=2004&vSubdivID=529
