road	N3
km	97.522
type	Box Culvert
lrpName	LRP099b
name	BOELOR BOX CULVERT
length	2.4
condition	B
structureNr	101508
est cost	0.75
roadName	Dhaka (Banani)-Joydebpur-Mymensingh Road
chainage	97.522
width	10.9
constructionYear	1964
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.642277777777778
lon	90.39752777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101508&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101508&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101508&vRoadID=19&vSurveyYear=2004&vSubdivID=529
