road	Z1422
km	23.276
type	RCC Girder Bridge
lrpName	LRP023b
name	FATIPON BRIDGE
length	3.2
condition	C
structureNr	106499
est cost	6
roadName	Haziganj-Ramganj-Lakshmipur Road
chainage	23.276
width	4.7
constructionYear	1981
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.05875
lon	90.83258333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106499&vRoadID=484&vSurveyYear=2004&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106499&vRoadID=484&vSurveyYear=2004&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106499&vRoadID=484&vSurveyYear=2004&vSubdivID=548
