road	N108
km	13.793
type	Box Culvert
lrpName	LRP013e
name	LAM BA BAY 2
length	3
condition	A
structureNr	101746
est cost	0
roadName	Keranirhat-Bandarban Road
chainage	13.793
width	7.3
constructionYear	1991
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-2
lat	22.15272222222222
lon	92.17972222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101746&vRoadID=8&vSurveyYear=2004&vSubdivID=286
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101746&vRoadID=8&vSurveyYear=2004&vSubdivID=286
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101746&vRoadID=8&vSurveyYear=2004&vSubdivID=286
