road	N108
km	20.717
type	RCC Girder Bridge
lrpName	LRP020e
name	Amtoli para Rcc Bridge-2
length	9.38
condition	B
structureNr	121545
est cost	0.007
roadName	Keranirhat-Bandarban Road
chainage	20.717
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-2
lat	22.1850274 
lon	92.2103611 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121545&vRoadID=8&vSurveyYear=2013&vSubdivID=286
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121545&vRoadID=8&vSurveyYear=2013&vSubdivID=286
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121545&vRoadID=8&vSurveyYear=2013&vSubdivID=286
