road	N108
km	1.531
type	RCC Girder Bridge
lrpName	LRP001c
name	Montola-1 Bridge
length	7.8
condition	C
structureNr	121482
est cost	0.373
roadName	Keranirhat-Bandarban Road
chainage	1.531
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-2
lat	22.1064167 
lon	92.0879163 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121482&vRoadID=8&vSurveyYear=2013&vSubdivID=286
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121482&vRoadID=8&vSurveyYear=2013&vSubdivID=286
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121482&vRoadID=8&vSurveyYear=2013&vSubdivID=286
