road	Z1045
km	20.925
type	Baily with Steel Deck
lrpName	LRP022c
name	Purbo Laksham Bridge
length	18.4
condition	A
structureNr	120785
est cost	0
roadName	Chauddagram-Laksam Road
chainage	20.925
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.2379441 
lon	91.1271938 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120785&vRoadID=460&vSurveyYear=2013&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120785&vRoadID=460&vSurveyYear=2013&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120785&vRoadID=460&vSurveyYear=2013&vSubdivID=543
