road	Z8701
km	28.717
type	Truss with Steel Deck
lrpName	LRP028e
name	Purbo Sanar Tiki Kata Steel Bridge
length	36.6
condition	C
structureNr	120906
est cost	1.751
roadName	Charkhali-Tushkhali-Mathbaria-Patharghata Road
chainage	28.717
width	
constructionYear	
spans	
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.276189076923078
lon	89.9649341923077
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120906&vRoadID=794&vSurveyYear=2013&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120906&vRoadID=794&vSurveyYear=2013&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120906&vRoadID=794&vSurveyYear=2013&vSubdivID=339
