road	Z8701
km	2.334
type	Box Culvert
lrpName	LRP002a
name	.
length	2
condition	A
structureNr	112238
est cost	0
roadName	Charkhali-Tushkhali-Mathbaria-Patharghata Road
chainage	2.334
width	9.1
constructionYear	1996
spans	1
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.46861111111111
lon	89.99305555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112238&vRoadID=794&vSurveyYear=2004&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112238&vRoadID=794&vSurveyYear=2004&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112238&vRoadID=794&vSurveyYear=2004&vSubdivID=339
