road	R250
km	77.32
type	Box Culvert
lrpName	LRP076c
name	AMOL SHID BOX CULVERT
length	3
condition	A
structureNr	100624
est cost	0
roadName	Sylhet-Golapganj-Charkhai-Jakiganj Road
chainage	77.32
width	7.3
constructionYear	1985
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.87922222222222
lon	92.47444444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100624&vRoadID=99&vSurveyYear=2004&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100624&vRoadID=99&vSurveyYear=2004&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100624&vRoadID=99&vSurveyYear=2004&vSubdivID=562
