road	Z2041
km	0.541
type	RCC Bridge
lrpName	LRPSb
name	RCC BRIDGE
length	12.4
condition	A
structureNr	114675
est cost	0
roadName	Narsingdi (Jongi Shibpur)-Raipura Road
chainage	0.541
width	4
constructionYear	1998
spans	2
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.04652777777778
lon	90.86983333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114675&vRoadID=206&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114675&vRoadID=206&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114675&vRoadID=206&vSurveyYear=2004&vSubdivID=523
