road	Z2041
km	0.541
type	PC Girder Bridge
lrpName	LRPSb
name	Baroicha Bridge
length	49.5
condition	A
structureNr	119883
est cost	0
roadName	Narsingdi (Jongi Shibpur)-Raipura Road
chainage	0.541
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.0462774 
lon	90.8696938 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119883&vRoadID=206&vSurveyYear=2013&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119883&vRoadID=206&vSurveyYear=2013&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119883&vRoadID=206&vSurveyYear=2013&vSubdivID=523
