road	Z2041
km	2.525
type	Slab Culvert
lrpName	LRP002e
name	SLAB CULVERT
length	1.8
condition	A
structureNr	114699
est cost	0
roadName	Narsingdi (Jongi Shibpur)-Raipura Road
chainage	2.525
width	4
constructionYear	1991
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.02938888888889
lon	90.86802777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114699&vRoadID=206&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114699&vRoadID=206&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114699&vRoadID=206&vSurveyYear=2004&vSubdivID=523
