road	R240
km	47.56
type	Box Culvert
lrpName	LRP047b
name	KHURST BOX CULVERT
length	12
condition	B
structureNr	102241
est cost	0.4
roadName	Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road
chainage	47.56
width	9.8
constructionYear	1998
spans	2
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.590055555555555
lon	91.58222222222221
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102241&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102241&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102241&vRoadID=97&vSurveyYear=2004&vSubdivID=551
