road	R240
km	25.57
type	Box Culvert
lrpName	LRP025a
name	SADAPOUR BOX CULVERT
length	12.24
condition	B
structureNr	102180
est cost	0.4
roadName	Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road
chainage	25.57
width	8.5
constructionYear	1994
spans	2
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.452916666666667
lon	91.45833333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102180&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102180&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102180&vRoadID=97&vSurveyYear=2004&vSubdivID=551
