road	R760
km	38.422
type	Box Culvert
lrpName	LRP038a
name	.
length	2.93
condition	A
structureNr	103887
est cost	0
roadName	Khulna-Chuknagar-Satkhira Road
chainage	38.422
width	11.55
constructionYear	2003
spans	1
zone	Khulna
circle	Khulna
division	Satkhira
sub-division	Satkhira-1
lat	22.800555555555555
lon	89.23083333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103887&vRoadID=158&vSurveyYear=2004&vSubdivID=321
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103887&vRoadID=158&vSurveyYear=2004&vSubdivID=321
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103887&vRoadID=158&vSurveyYear=2004&vSubdivID=321
