road	R143
km	0.22
type	RCC Girder Bridge
lrpName	LRPSa
name	Rahimpur Bridge
length	3.1
condition	B
structureNr	114942
est cost	1.37
roadName	Maijdi-Rajganj-Chayani-Basurhat-Chandraganj Road
chainage	0.22
width	4.6
constructionYear	1982
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Laxmipur
lat	22.88361111111111
lon	91.09513888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114942&vRoadID=76&vSurveyYear=2004&vSubdivID=803
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114942&vRoadID=76&vSurveyYear=2004&vSubdivID=803
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114942&vRoadID=76&vSurveyYear=2004&vSubdivID=803
