road	R143
km	14.1
type	Slab Culvert
lrpName	LRP014a
name	JAFARPUR SLAB CULVERT
length	5.7
condition	A
structureNr	101713
est cost	0
roadName	Maijdi-Rajganj-Chayani-Basurhat-Chandraganj Road
chainage	14.1
width	7.3
constructionYear	1999
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Laxmipur
lat	22.898305555555556
lon	90.97038888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101713&vRoadID=76&vSurveyYear=2004&vSubdivID=803
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101713&vRoadID=76&vSurveyYear=2004&vSubdivID=803
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101713&vRoadID=76&vSurveyYear=2004&vSubdivID=803
