road	Z7021
km	6.612
type	Slab Culvert
lrpName	LRP007c
name	.
length	1.37
condition	A
structureNr	109036
est cost	0
roadName	Arpara-Kaliganj Road
chainage	6.612
width	9.85
constructionYear	1996
spans	1
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.388055555555557
lon	89.31444444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109036&vRoadID=734&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109036&vRoadID=734&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109036&vRoadID=734&vSurveyYear=2004&vSubdivID=330
