road	N2
km	161.948
type	RCC Girder Bridge
lrpName	LRP162f
name	Shuk Ghar Bridge
length	37
condition	A
structureNr	120932
est cost	0.888
roadName	Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road
chainage	161.948
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.4234977390625
lon	91.56785186953125
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120932&vRoadID=11&vSurveyYear=2013&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120932&vRoadID=11&vSurveyYear=2013&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120932&vRoadID=11&vSurveyYear=2013&vSubdivID=552
