road	N2
km	1.511
type	RCC Girder Bridge
lrpName	LRP002a
name	JATRAMURA BRIDGE
length	36.5
condition	B
structureNr	103166
est cost	0.045
roadName	Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road
chainage	1.511
width	11.04
constructionYear	1972
spans	3
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Narayanganj-1
lat	23.718805555555555
lon	90.51569444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103166&vRoadID=11&vSurveyYear=2004&vSubdivID=520
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103166&vRoadID=11&vSurveyYear=2004&vSubdivID=520
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103166&vRoadID=11&vSurveyYear=2004&vSubdivID=520
