road	N2
km	198.558
type	Steel Beam & RCC Slab
lrpName	LRP199b
name	Narkila Bridge
length	24.7
condition	A
structureNr	120619
est cost	0.858
roadName	Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road
chainage	198.558
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Sylhet
lat	24.6803049 
lon	91.7231104 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120619&vRoadID=11&vSurveyYear=2013&vSubdivID=801
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120619&vRoadID=11&vSurveyYear=2013&vSubdivID=801
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120619&vRoadID=11&vSurveyYear=2013&vSubdivID=801
