road	N2
km	141.382
type	Truss with RCC Slab
lrpName	LRP142c
name	Shaistaganj Bridge
length	217.25
condition	C
structureNr	120925
est cost	1.518
roadName	Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road
chainage	141.382
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.2676938 
lon	91.4768882 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120925&vRoadID=11&vSurveyYear=2013&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120925&vRoadID=11&vSurveyYear=2013&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120925&vRoadID=11&vSurveyYear=2013&vSubdivID=552
