road	N2
km	107.235
type	RCC Girder Bridge
lrpName	LRP107a
name	MADUBPUR BAZAR BRIDGE
length	66
condition	B
structureNr	103338
est cost	0.2
roadName	Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road
chainage	107.235
width	9.1
constructionYear	1978
spans	3
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	24.093944444444443
lon	91.28975
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103338&vRoadID=11&vSurveyYear=2004&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103338&vRoadID=11&vSurveyYear=2004&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103338&vRoadID=11&vSurveyYear=2004&vSubdivID=540
