road	N2
km	71.834
type	PC Box
lrpName	LRP072c
name	BHAIRAB BRIDGE
length	1194.5
condition	A
structureNr	103339
est cost	0
roadName	Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road
chainage	71.834
width	19.75
constructionYear	1995
spans	24
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Bhairab
lat	24.048916666666667
lon	90.99169444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103339&vRoadID=11&vSurveyYear=2004&vSubdivID=526
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103339&vRoadID=11&vSurveyYear=2004&vSubdivID=526
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103339&vRoadID=11&vSurveyYear=2004&vSubdivID=526
