road	R143
km	6.432
type	RCC Girder Bridge
lrpName	LRP006b
name	BOYRAGI FULLARGORA
length	3.3
condition	B
structureNr	101692
est cost	0.84
roadName	Maijdi-Rajganj-Chayani-Basurhat-Chandraganj Road
chainage	6.432
width	3.7
constructionYear	1982
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Noakhali
lat	22.894111111111112
lon	91.04269444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101692&vRoadID=76&vSurveyYear=2004&vSubdivID=550
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101692&vRoadID=76&vSurveyYear=2004&vSubdivID=550
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101692&vRoadID=76&vSurveyYear=2004&vSubdivID=550
