road	R143
km	16.53
type	RCC Girder Bridge
lrpName	LRP017a
name	Nuhullahpur Bridge
length	7.45
condition	D
structureNr	121414
est cost	45
roadName	Maijdi-Rajganj-Chayani-Basurhat-Chandraganj Road
chainage	16.53
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Laxmipur
lat	22.9142222 
lon	90.9675271 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121414&vRoadID=76&vSurveyYear=2013&vSubdivID=803
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121414&vRoadID=76&vSurveyYear=2013&vSubdivID=803
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121414&vRoadID=76&vSurveyYear=2013&vSubdivID=803
