road	Z3701
km	7.533
type	Slab Culvert
lrpName	LRP007c
name	TANGRA BARI
length	3
condition	A
structureNr	112939
est cost	0
roadName	Netrokona-Madan-Kaliajuri Road
chainage	7.533
width	6.9
constructionYear	1993
spans	1
zone	Mymensingh
circle	Mymensingh
division	Netrokona
sub-division	Kendua
lat	24.821166666666667
lon	90.76780555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112939&vRoadID=293&vSurveyYear=2004&vSubdivID=532
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112939&vRoadID=293&vSurveyYear=2004&vSubdivID=532
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112939&vRoadID=293&vSurveyYear=2004&vSubdivID=532
