road	Z3701
km	3.751
type	Slab Culvert
lrpName	LRP003c
name	TAKATI
length	1
condition	A
structureNr	112932
est cost	0
roadName	Netrokona-Madan-Kaliajuri Road
chainage	3.751
width	5.66
constructionYear	1992
spans	1
zone	Mymensingh
circle	Mymensingh
division	Netrokona
sub-division	Kendua
lat	24.8445
lon	90.74475
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112932&vRoadID=293&vSurveyYear=2004&vSubdivID=532
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112932&vRoadID=293&vSurveyYear=2004&vSubdivID=532
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112932&vRoadID=293&vSurveyYear=2004&vSubdivID=532
