road	Z1041
km	22.574
type	RCC Girder Bridge
lrpName	LRP023c
name	DAGAES BRIDGE
length	24.8
condition	D
structureNr	101616
est cost	79.98
roadName	Comilla-Palpara-Burichang-Brahmanpara-Mirpur Road
chainage	22.574
width	4.3
constructionYear	1978
spans	3
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.644861111111112
lon	91.1068611111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101616&vRoadID=463&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101616&vRoadID=463&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101616&vRoadID=463&vSurveyYear=2004&vSubdivID=543
