road	R310
km	2.534
type	Slab Culvert
lrpName	LRP002b
name	KISIGOBANA CULVERT
length	1.8
condition	C
structureNr	107746
est cost	1.3
roadName	Joydebpur-Gazipur-Azmatpur-Itakhola Road
chainage	2.534
width	8.2
constructionYear	1964
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	23.99338888888889
lon	90.40630555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107746&vRoadID=107&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107746&vRoadID=107&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107746&vRoadID=107&vSurveyYear=2004&vSubdivID=513
