road	Z5855
km	17.52
type	Slab Culvert
lrpName	LRP017f
name	.
length	2.6
condition	A
structureNr	118211
est cost	0
roadName	Joypurhat-Rajabirat-Gobindaganj Road
chainage	17.52
width	5
constructionYear	1993
spans	1
zone	Rangpur
circle	Bogra
division	Joypurhat
sub-division	Joypurhat
lat	25.140027777777778
lon	89.22130555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118211&vRoadID=655&vSurveyYear=2006&vSubdivID=589
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118211&vRoadID=655&vSurveyYear=2006&vSubdivID=589
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118211&vRoadID=655&vSurveyYear=2006&vSubdivID=589
