road	Z5855
km	6.83
type	Slab Culvert
lrpName	LRP006e
name	.
length	4
condition	A
structureNr	115604
est cost	0
roadName	Joypurhat-Rajabirat-Gobindaganj Road
chainage	6.83
width	7.6
constructionYear	1991
spans	1
zone	Rangpur
circle	Bogra
division	Joypurhat
sub-division	Joypurhat
lat	25.10863888888889
lon	89.12897222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115604&vRoadID=655&vSurveyYear=2006&vSubdivID=589
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115604&vRoadID=655&vSurveyYear=2006&vSubdivID=589
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115604&vRoadID=655&vSurveyYear=2006&vSubdivID=589
