road	Z4619
km	0.57
type	Box Culvert
lrpName	LRPSa
name	CHOKPARA CULVERT
length	1.8
condition	B
structureNr	107430
est cost	0.68
roadName	Nalitabari-Papuajuri (Baily Bridge) Road
chainage	0.57
width	6.1
constructionYear	1980
spans	1
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	25.086444444444442
lon	90.19813888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107430&vRoadID=266&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107430&vRoadID=266&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107430&vRoadID=266&vSurveyYear=2004&vSubdivID=534
