road	N508
km	13.908
type	Arch Masonry
lrpName	LRP014a
name	.
length	3.1
condition	D
structureNr	109619
est cost	2
roadName	Dinajpur-Beldanga Road
chainage	13.908
width	8
constructionYear	1965
spans	1
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Dinajpur
lat	25.635277777777777
lon	88.63805555555557
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109619&vRoadID=36&vSurveyYear=2004&vSubdivID=296
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109619&vRoadID=36&vSurveyYear=2004&vSubdivID=296
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109619&vRoadID=36&vSurveyYear=2004&vSubdivID=296
