road	N507
km	32.289
type	Box Culvert
lrpName	LRP033a
name	.
length	7.08
condition	A
structureNr	101863
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	32.289
width	23.28
constructionYear	2001
spans	2
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-1
lat	24.33833333333333
lon	89.25194444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101863&vRoadID=35&vSurveyYear=2004&vSubdivID=315
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101863&vRoadID=35&vSurveyYear=2004&vSubdivID=315
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101863&vRoadID=35&vSurveyYear=2004&vSubdivID=315
