road	N507
km	23.682
type	PC Girder Bridge
lrpName	LRP024a
name	Char Hamkuria Bridge (9 no)
length	150
condition	A
structureNr	101729
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	23.682
width	13.99
constructionYear	2001
spans	5
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.358611111111113
lon	89.33
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101729&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101729&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101729&vRoadID=35&vSurveyYear=2004&vSubdivID=312
