road	N507
km	13.225
type	PC Girder Bridge
lrpName	LRP014a
name	4 No. Bridge
length	60.01
condition	A
structureNr	120103
est cost	1.251
roadName	Hatikamrul-Banpara Road
chainage	13.225
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.3818604 
lon	89.4288882 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120103&vRoadID=35&vSurveyYear=2013&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120103&vRoadID=35&vSurveyYear=2013&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120103&vRoadID=35&vSurveyYear=2013&vSubdivID=312
