road	N507
km	13.798
type	Box Culvert
lrpName	LRP014c
name	.
length	6.75
condition	A
structureNr	101595
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	13.798
width	21.9
constructionYear	2001
spans	2
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.380555555555556
lon	89.42277777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101595&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101595&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101595&vRoadID=35&vSurveyYear=2004&vSubdivID=312
