road	N507
km	11.9
type	PC Girder Bridge
lrpName	LRP012c
name	3 No. Bridge
length	59.76
condition	A
structureNr	120102
est cost	1.736
roadName	Hatikamrul-Banpara Road
chainage	11.9
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.3847497 
lon	89.4413052 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120102&vRoadID=35&vSurveyYear=2013&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120102&vRoadID=35&vSurveyYear=2013&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120102&vRoadID=35&vSurveyYear=2013&vSubdivID=312
