road	N507
km	2.345
type	PC Girder Bridge
lrpName	LRP003b
name	1No.Churiokandi Bridge
length	60.06
condition	C
structureNr	120094
est cost	0.546
roadName	Hatikamrul-Banpara Road
chainage	2.345
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.4124722 
lon	89.5290271 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120094&vRoadID=35&vSurveyYear=2013&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120094&vRoadID=35&vSurveyYear=2013&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120094&vRoadID=35&vSurveyYear=2013&vSubdivID=312
