road	N507
km	43.856
type	PC Girder Bridge
lrpName	LRP044c
name	Baral Bridge
length	30
condition	A
structureNr	119483
est cost	0.038
roadName	Hatikamrul-Banpara Road
chainage	43.856
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-1
lat	24.3160833 
lon	89.1437219 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119483&vRoadID=35&vSurveyYear=2013&vSubdivID=315
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119483&vRoadID=35&vSurveyYear=2013&vSubdivID=315
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119483&vRoadID=35&vSurveyYear=2013&vSubdivID=315
