road	N507
km	20.294
type	Box Culvert
lrpName	LRP021a
name	.
length	10.3
condition	A
structureNr	101723
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	20.294
width	21.9
constructionYear	2001
spans	3
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.36888888888889
lon	89.3711111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101723&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101723&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101723&vRoadID=35&vSurveyYear=2004&vSubdivID=312
