road	N208
km	24.89
type	RCC Girder Bridge
lrpName	LRP025b
name	Damai Bridge
length	41.55
condition	D
structureNr	121605
est cost	0.705
roadName	Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road
chainage	24.89
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Moulavi Bazar
lat	24.6116389 
lon	91.9049167 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121605&vRoadID=16&vSurveyYear=2013&vSubdivID=554
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121605&vRoadID=16&vSurveyYear=2013&vSubdivID=554
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121605&vRoadID=16&vSurveyYear=2013&vSubdivID=554
