road	N208
km	36.154
type	Box Culvert
lrpName	LRP036e
name	MOLIKPUR BOX CULVERT
length	19
condition	B
structureNr	100257
est cost	0.06
roadName	Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road
chainage	36.154
width	12.2
constructionYear	1985
spans	3
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Biswanath
lat	24.70536111111111
lon	91.92883333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100257&vRoadID=16&vSurveyYear=2004&vSubdivID=558
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100257&vRoadID=16&vSurveyYear=2004&vSubdivID=558
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100257&vRoadID=16&vSurveyYear=2004&vSubdivID=558
