road	R313
km	23.499
type	Box Culvert
lrpName	LRP024b
name	SAMMANIA CULVERT
length	4.55
condition	C
structureNr	104132
est cost	4
roadName	Mawna-Sripur-Gusinga-Kapasia-Aral-Sammania-Hitirdia-Monohardi (Hetemdi) Road
chainage	23.499
width	7.3
constructionYear	1999
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.130194444444445
lon	90.58805555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104132&vRoadID=110&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104132&vRoadID=110&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104132&vRoadID=110&vSurveyYear=2004&vSubdivID=513
