road	Z5002
km	0.454
type	Steel Beam & RCC Slab
lrpName	LRPSa
name	.
length	2.4
condition	C
structureNr	110301
est cost	1.2
roadName	Thakurgaon-Nekmand-Pirganj-Birganj Road
chainage	0.454
width	5.33
constructionYear	1986
spans	1
zone	Rangpur
circle	Dinajpur
division	Thakurgaon
sub-division	Thakurgaon
lat	26.043055555555558
lon	88.41833333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110301&vRoadID=660&vSurveyYear=2004&vSubdivID=298
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110301&vRoadID=660&vSurveyYear=2004&vSubdivID=298
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110301&vRoadID=660&vSurveyYear=2004&vSubdivID=298
