road	R557
km	2.86
type	Box Culvert
lrpName	LRP002d
name	.
length	1.38
condition	A
structureNr	109532
est cost	0
roadName	Madhypara-Badarganj Road
chainage	2.86
width	9.65
constructionYear	2002
spans	1
zone	Rangpur
circle	Rangpur
division	Rangpur
sub-division	Rangpur-2
lat	25.582305555555557
lon	89.05924999999999
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109532&vRoadID=132&vSurveyYear=2004&vSubdivID=288
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109532&vRoadID=132&vSurveyYear=2004&vSubdivID=288
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109532&vRoadID=132&vSurveyYear=2004&vSubdivID=288
