road	Z1205
km	3.9
type	Box Culvert
lrpName	LRP013f
name	.
length	3.64
condition	A
structureNr	117219
est cost	0
roadName	Companiganj-Muradnagar-Homna Road
chainage	3.9
width	7.3
constructionYear	2006
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.660666666666664
lon	90.09697222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117219&vRoadID=458&vSurveyYear=2006&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117219&vRoadID=458&vSurveyYear=2006&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117219&vRoadID=458&vSurveyYear=2006&vSubdivID=544
