road	Z1205
km	7.81
type	Box Culvert
lrpName	LRP007c
name	.
length	4.9
condition	A
structureNr	116871
est cost	0
roadName	Companiganj-Muradnagar-Homna Road
chainage	7.81
width	4.7
constructionYear	1985
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.646944444444443
lon	90.90027777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116871&vRoadID=458&vSurveyYear=2006&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116871&vRoadID=458&vSurveyYear=2006&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116871&vRoadID=458&vSurveyYear=2006&vSubdivID=544
