road	Z5032
km	7.463
type	Truss with Steel Deck
lrpName	LRP007d
name	.
length	37.9
condition	A
structureNr	113175
est cost	0
roadName	Bogra-Sariakandi Road
chainage	7.463
width	4.1
constructionYear	1995
spans	1
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Sherpur (Bogra)
lat	24.87775
lon	89.44077777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113175&vRoadID=635&vSurveyYear=2004&vSubdivID=292
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113175&vRoadID=635&vSurveyYear=2004&vSubdivID=292
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113175&vRoadID=635&vSurveyYear=2004&vSubdivID=292
