road	Z1430
km	2.69
type	Baily with Steel Deck
lrpName	LRP002e
name	PALLA BAZAR BAILEY WITH STEEL DECK
length	9
condition	C
structureNr	103105
est cost	0.7
roadName	Chatkhil-Chitoshi-Shaharasti (Kalibari) Road
chainage	2.69
width	3.4
constructionYear	1980
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	23.082722222222223
lon	90.98475
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103105&vRoadID=492&vSurveyYear=2004&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103105&vRoadID=492&vSurveyYear=2004&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103105&vRoadID=492&vSurveyYear=2004&vSubdivID=549
