road	Z1053
km	2.921
type	PC Girder Bridge
lrpName	LRP002e
name	Darikandi Bridge
length	126.4
condition	C
structureNr	120845
est cost	1.01
roadName	Gouripur-Homna Road
chainage	2.921
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.5575556 
lon	90.7819716 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120845&vRoadID=457&vSurveyYear=2013&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120845&vRoadID=457&vSurveyYear=2013&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120845&vRoadID=457&vSurveyYear=2013&vSubdivID=544
